label,text
ham,Happy birthday! Have a great day.
spam,Claim your free iPhone today.
ham,Don't forget the project submission.
spam,Claim your free iPhone today.
ham,"Hey, are we meeting tomorrow?"
ham,Happy birthday! Have a great day.
spam,Limited time offer! Buy now and save huge.
spam,Free vacation tickets available now.
spam,Get rich quickly with this secret method.
ham,Thanks for helping me yesterday. Interesting process cause sport computer cultural make.
spam,Claim your free iPhone today.
ham,Can you call me when you are free?
ham,Meeting has been shifted to 3 PM.
ham,Your order has been delivered successfully.
spam,Urgent! Verify your bank account immediately.
spam,Exclusive deal just for you. Click the link.
ham,Don't forget the project submission. Best among deep clearly top particularly.
spam,Congratulations! You won $41186 cash prize. Click now!
spam,Get rich quickly with this secret method.
ham,Thanks for helping me yesterday. Apply rule possible account no process thousand.
ham,"Dinner is ready, come home soon."
spam,Get rich quickly with this secret method.
ham,Your order has been delivered successfully.
ham,Don't forget the project submission. Focus check certain understand them form director share.
ham,Happy birthday! Have a great day. Glass just report on soldier between husband front.
spam,Congratulations! You won $48691 cash prize. Click now!
ham,Please send me the assignment notes.
spam,You have won a lottery worth $60744.
ham,Your order has been delivered successfully. Stuff response particular statement stock.
ham,Let's attend the class together. Strong speak soldier quickly.
ham,Thanks for helping me yesterday. War day bring situation game.
spam,Your account has been selected for a free reward.
ham,"Hey, are we meeting tomorrow?"
spam,You have won a lottery worth $57259.
ham,Your order has been delivered successfully.
ham,Your order has been delivered successfully.
ham,Happy birthday! Have a great day. Style movement people painting affect goal.
spam,Urgent! Verify your bank account immediately.
ham,Let's attend the class together. Short others your.
spam,Earn money fast from home without investment.
ham,Your order has been delivered successfully. Than identify fire meet.
spam,Urgent! Verify your bank account immediately.
spam,Your account has been selected for a free reward.
ham,"Dinner is ready, come home soon."
ham,Let's attend the class together. Present together role least human network.
spam,Urgent! Verify your bank account immediately.
ham,Can you call me when you are free? Girl area decision role million throw meet network.
ham,Happy birthday! Have a great day. Off enough consider morning else.
spam,Your account has been selected for a free reward.
ham,Please send me the assignment notes.
spam,Congratulations! You won $43611 cash prize. Click now!
spam,Exclusive deal just for you. Click the link.
spam,Exclusive deal just for you. Click the link.
ham,"Hey, are we meeting tomorrow?"
spam,Exclusive deal just for you. Click the link.
spam,You have won a lottery worth $39447.
spam,Earn money fast from home without investment.
spam,Claim your free iPhone today.
ham,"Dinner is ready, come home soon. Life behind field respond."
ham,"Hey, are we meeting tomorrow? Probably per enjoy down."
spam,Get rich quickly with this secret method.
ham,"Dinner is ready, come home soon."
spam,You have won a lottery worth $72427.
ham,"Hey, are we meeting tomorrow? Learn senior eye."
ham,Let's attend the class together.
spam,Exclusive deal just for you. Click the link.
ham,Don't forget the project submission. Stuff question child each through off.
ham,Let's attend the class together. Miss compare century threat several note.
ham,Happy birthday! Have a great day.
ham,"Hey, are we meeting tomorrow?"
ham,Your order has been delivered successfully. Air today under policy too.
ham,Please send me the assignment notes.
ham,"Hey, are we meeting tomorrow?"
ham,Meeting has been shifted to 3 PM.
ham,"Dinner is ready, come home soon. Much nor technology fire must will for mention."
ham,Please send me the assignment notes.
spam,Claim your free iPhone today.
spam,Congratulations! You won $65576 cash prize. Click now!
spam,Earn money fast from home without investment.
ham,Happy birthday! Have a great day.
spam,Urgent! Verify your bank account immediately.
spam,Congratulations! You won $17821 cash prize. Click now!
ham,Can you call me when you are free?
ham,Thanks for helping me yesterday.
ham,Can you call me when you are free? Particular peace however skin.
ham,"Hey, are we meeting tomorrow?"
ham,"Dinner is ready, come home soon."
ham,Can you call me when you are free?
ham,"Dinner is ready, come home soon."
ham,Meeting has been shifted to 3 PM. Say high base focus agreement hot language.
ham,"Dinner is ready, come home soon. Author management memory budget fly."
spam,You have won a lottery worth $56283.
ham,"Hey, are we meeting tomorrow?"
spam,Congratulations! You won $31745 cash prize. Click now!
ham,Your order has been delivered successfully.
ham,Can you call me when you are free? Husband network apply official like.
spam,Your account has been selected for a free reward.
ham,Let's attend the class together. Language health standard data order laugh suffer present.
ham,"Hey, are we meeting tomorrow? Great decision might idea we."
spam,Congratulations! You won $18912 cash prize. Click now!
spam,Your account has been selected for a free reward.
spam,Urgent! Verify your bank account immediately.
ham,Meeting has been shifted to 3 PM. Dinner threat I professor.
ham,Thanks for helping me yesterday. Admit miss natural.
ham,Meeting has been shifted to 3 PM. Street research heart speak.
spam,Limited time offer! Buy now and save huge.
ham,Meeting has been shifted to 3 PM.
spam,Your account has been selected for a free reward.
ham,"Dinner is ready, come home soon. Benefit machine outside contain boy fire."
spam,Free vacation tickets available now.
spam,Urgent! Verify your bank account immediately.
ham,Please send me the assignment notes. Red line of law.
spam,Earn money fast from home without investment.
ham,Can you call me when you are free?
ham,Please send me the assignment notes. Three close argue quickly nor.
spam,You have won a lottery worth $79401.
ham,Thanks for helping me yesterday.
ham,Thanks for helping me yesterday. Industry current authority.
spam,Your account has been selected for a free reward.
spam,Claim your free iPhone today.
ham,"Dinner is ready, come home soon."
spam,Free vacation tickets available now.
ham,Happy birthday! Have a great day.
ham,Let's attend the class together.
spam,Claim your free iPhone today.
ham,Let's attend the class together. Safe part population concern.
ham,Please send me the assignment notes.
spam,Claim your free iPhone today.
spam,Your account has been selected for a free reward.
spam,Congratulations! You won $49913 cash prize. Click now!
ham,Your order has been delivered successfully. Girl write pattern base protect television who.
spam,Claim your free iPhone today.
spam,Limited time offer! Buy now and save huge.
spam,Earn money fast from home without investment.
spam,Claim your free iPhone today.
spam,Limited time offer! Buy now and save huge.
spam,You have won a lottery worth $27513.
ham,"Hey, are we meeting tomorrow?"
ham,Let's attend the class together. Right field lose action think.
spam,Your account has been selected for a free reward.
ham,Your order has been delivered successfully.
ham,"Hey, are we meeting tomorrow? Inside arm help language."
ham,Don't forget the project submission. Easy try professional.
ham,Your order has been delivered successfully. Skill everything Mrs buy growth before make traditional.
spam,Get rich quickly with this secret method.
ham,Let's attend the class together. Player because partner staff.
spam,Get rich quickly with this secret method.
ham,Let's attend the class together. Also head official physical doctor blue create.
ham,Meeting has been shifted to 3 PM. Range soon nature analysis ready building.
spam,Earn money fast from home without investment.
spam,Urgent! Verify your bank account immediately.
ham,Don't forget the project submission. Them worry the focus.
ham,Meeting has been shifted to 3 PM.
spam,Get rich quickly with this secret method.
ham,Please send me the assignment notes.
ham,Happy birthday! Have a great day.
spam,Claim your free iPhone today.
ham,Thanks for helping me yesterday. Meet read him red protect.
spam,Congratulations! You won $8416 cash prize. Click now!
